"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets received","Likes received","User Id",Name,Username,"Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""1211750684246175744""",https://twitter.com/katyperry/status/1211750684246175744,"2019-12-30 20:47:31","""I know you had a #CozyLittleChristmas, but What Are You Doing New Year’s Eve? @cynthialovely🎙https://t.co/LRJFVAe2tM https://t.co/Ixi6MAu9Pv""",Tweet,"Twitter for iPhone",891,8775,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1211748759639445504""",https://twitter.com/katyperry/status/1211748759639445504,"2019-12-30 20:39:52","""Uncut Gems ftw! So brilliant, bravo @AdamSandler 💎""",Tweet,"Twitter for iPhone",730,7009,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1211153285425455104""",https://twitter.com/katyperry/status/1211153285425455104,"2019-12-29 05:13:40","""happy holidays with the fam ♥️ https://t.co/PqThisxATr""",Tweet,Instagram,833,8703,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1210028733064564742""",https://twitter.com/katyperry/status/1210028733064564742,"2019-12-26 02:45:05","""Day 25 of 25: Merry Christmas! I hope you’ve had fun following along! Should we do another one next year? 🎁 https://t.co/df9XJMt2h2 https://t.co/x8P8IHYPZ5""",Tweet,"Twitter for iPhone",878,8220,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1209645021659455488""",https://twitter.com/katyperry/status/1209645021659455488,"2019-12-25 01:20:21","""Day 24 of 25 Days of Cozy: Are you opening one 🎁 tonight? Or are you still waiting for 🎅🏻? #CozyLittleChristmas https://t.co/df9XJMt2h2 https://t.co/ebT2sPHLpu""",Tweet,"Twitter for iPhone",696,6220,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1209591535710298112""",https://twitter.com/katyperry/status/1209591535710298112,"2019-12-24 21:47:49","""🎶🎁🎶 https://t.co/wSKY9qOvFG""",Tweet,"Twitter for iPhone",948,6990,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1209590300571656192""",https://twitter.com/katyperry/status/1209590300571656192,"2019-12-24 21:42:55","""🎄 https://t.co/U1Q35LtJI0""",Tweet,"Twitter for iPhone",1210,11356,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1209214991993171968""",https://twitter.com/katyperry/status/1209214991993171968,"2019-12-23 20:51:34","""Day 23 of 25 Days of Cozy: What does Santa get? Milk, cocoa, or hot toddy? 😈🎅🏻 #CozyLittleChristmas https://t.co/ezX7TPOALt https://t.co/HmK9dyFtLb""",Tweet,"Twitter for iPhone",1369,11999,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1208814280507674624""",https://twitter.com/katyperry/status/1208814280507674624,"2019-12-22 18:19:17","""Day 22 of 25 Days of Cozy: You’ve met Pippa, Randolph, Freezy, and Eddie - now I’m opening up the curtain to show you how they came to life! 🎬 #CozyLittleChristmas
https://t.co/df9XJMt2h2 https://t.co/wYEfpBbv7W""",Tweet,"Twitter for iPhone",607,5100,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1208594916302999552""",https://twitter.com/katyperry/status/1208594916302999552,"2019-12-22 03:47:37","""2020 is already so bright - not every gal gets to commemorate their trip to India with a cover of @VOGUEIndia 🤗 Proud to be part of the January sustainability issue! 💚🧡 https://t.co/B60TBaYscU""",Tweet,"Twitter for iPhone",4027,26416,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1208446128540143616""",https://twitter.com/katyperry/status/1208446128540143616,"2019-12-21 17:56:23","""Day 21 of 25 Days of Cozy: Save a step and carry your mistletoe with you with this Instagram lens! 💋🎄  https://t.co/df9XJMt2h2 https://t.co/A03vymFNMp""",Tweet,"Twitter for iPhone",598,5115,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1208121469315665921""",https://twitter.com/katyperry/status/1208121469315665921,"2019-12-20 20:26:18","""Day 20 of 25: Hoof’s ready for a little me time after the holiday flurry? 🙋🏼‍♀🦌 #CozyLittleChristmas https://t.co/df9XJMt2h2 https://t.co/GYvg34wwJI""",Tweet,"Twitter for iPhone",548,4347,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1208108183522349057""",https://twitter.com/katyperry/status/1208108183522349057,"2019-12-20 19:33:31","""Was so happy to deliver REAL smiles and REAL snow to the beautiful and bright kids at the bgcmla of Bell Gardens. The children are the future, and we should never miss an opportunity to make them feel safe, seen,… https://t.co/A11hHq7zoW""",Tweet,Instagram,667,5127,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1207903501923209216""",https://twitter.com/katyperry/status/1207903501923209216,"2019-12-20 06:00:11","""John 8:32 ♥️ https://t.co/yWaeZv8YfO""",Tweet,"Twitter for iPhone",809,6687,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1207824521245249536""",https://twitter.com/katyperry/status/1207824521245249536,"2019-12-20 00:46:20","""Did you miss the @iHeartRadio Jingle Ball? You can watch it tonight on @TheCW 📺 Watch at 8/7c to relive a cozy little moment! #iHeartOnCW ❄ https://t.co/YQyAxaE7mI""",Tweet,"Twitter for iPhone",1706,12038,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1207775494868893696""",https://twitter.com/katyperry/status/1207775494868893696,"2019-12-19 21:31:32","""Day 19 of 25 Days of Cozy: Do you know what kind of cookie you’re leaving out for Santa? 🥛 🍪 #CozyLittleChristmas https://t.co/df9XJMt2h2 https://t.co/YeGlxZ397g""",Tweet,"Twitter for iPhone",516,4179,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1207599860959961089""",https://twitter.com/katyperry/status/1207599860959961089,"2019-12-19 09:53:37","""don’t gloat, VOTE. 2020.""",Tweet,"Twitter for iPhone",3026,22636,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1207365362796204033""",https://twitter.com/katyperry/status/1207365362796204033,"2019-12-18 18:21:48","""Day 18 of 25: Your turn to take this jacket for a ride! Enter now for a chance to win a leather jacket from the #HarleysInHawaii music video 🏍🌺 https://t.co/df9XJMt2h2 Winners will be announced Christmas Eve 🎄 https://t.co/9uLZV5F1Fq""",Tweet,"Twitter for iPhone",586,4398,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1207079698246684672""",https://twitter.com/katyperry/status/1207079698246684672,"2019-12-17 23:26:41","""Wrap up your holiday shopping with The Stephanie 🎁 Slide on over to @kpcollections now to make sure she’s under your🎄 #ShoesdayTuesday https://t.co/Y5dZ7cAmbx""",Tweet,"Twitter for iPhone",578,5120,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1206987467699585024""",https://twitter.com/katyperry/status/1206987467699585024,"2019-12-17 17:20:11","""Day 17 or 25: PRESENT-ing another giveaway! Slide into the Stephanie 🎁 https://t.co/df9XJMt2h2 https://t.co/XayicT7yrc""",Tweet,"Twitter for iPhone",579,4567,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1206727833365516289""",https://twitter.com/katyperry/status/1206727833365516289,"2019-12-17 00:08:30","""Day 16 of 25: I’ll tell you my favorite holiday memory if you tell me yours ❤️💚 #CozyLittleChristmas https://t.co/df9XJMt2h2 https://t.co/DGTNWQQMjl""",Tweet,"Twitter for iPhone",663,5408,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1206259535964323845""",https://twitter.com/katyperry/status/1206259535964323845,"2019-12-15 17:07:39","""Day 15 of 25 Days of Cozy: 10 days left until Christmas! What are you hoping Santa leaves under your tree?🎄🎁 https://t.co/UnYgYW92sy""",Tweet,"Twitter for iPhone",2422,23208,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1206152530633330688""",https://twitter.com/katyperry/status/1206152530633330688,"2019-12-15 10:02:27","""blueberry babyg in Dubai 🧸 @ Dubai, United Arab Emirates https://t.co/6PpxtIoOzo""",Tweet,Instagram,513,3897,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205906437387501571""",https://twitter.com/katyperry/status/1205906437387501571,"2019-12-14 17:44:33","""im a blueberry muffin tho @ Dubai, United Arab Emirates https://t.co/ViNH0u0zdu""",Tweet,Instagram,556,4288,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205898779259392002""",https://twitter.com/katyperry/status/1205898779259392002,"2019-12-14 17:14:08","""Day 14 of 25 Days of Cozy: Enter for a chance to win a cozy 🤗 little sweatsuit 🎁 https://t.co/df9XJMt2h2 https://t.co/CcdZ6CZYu0""",Tweet,"Twitter for iPhone",652,5463,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205803983333281794""",https://twitter.com/katyperry/status/1205803983333281794,"2019-12-14 10:57:27","""So proud of my man orlandobloom 😍 @ Amazon Studios https://t.co/f88HATGFnf""",Tweet,Instagram,633,5763,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205535363512463361""",https://twitter.com/katyperry/status/1205535363512463361,"2019-12-13 17:10:03","""Who’s NOT dreaming of a white Christmas? 🙋🏼‍♀️ A little 👀 behind the scenes of the #CozyLittleChristmasMusicVideo 
https://t.co/czFNPIAyNj""",Tweet,"Twitter for iPhone",828,5341,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205300103335968769""",https://twitter.com/katyperry/status/1205300103335968769,"2019-12-13 01:35:12","""Meet Eddie the Yeti:
Likes: naps 😴, dancing 👣
Dislikes: water 🏊 
#CozyLittleChristmasMusicVideo
https://t.co/ezX7TPOALt https://t.co/zpWVJfZIV4""",Tweet,"Twitter for iPhone",627,4545,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205284893518778368""",https://twitter.com/katyperry/status/1205284893518778368,"2019-12-13 00:34:46","""Meet Randolph the Reindeer:
Rudy’s 3rd cousin twice removed 🦌
Former North Pole dance champion
#CozyLittleChristmasMusicVideo
https://t.co/ezX7TPOALt https://t.co/o9ZPeYOB5D""",Tweet,"Twitter for iPhone",688,4815,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205269822285594625""",https://twitter.com/katyperry/status/1205269822285594625,"2019-12-12 23:34:53","""Meet Freezy the Snowman:
Part-time mixologist 🍹
Full-time cool guy ❄️
#CozyLittleChristmasMusicVideo
https://t.co/ezX7TPOALt https://t.co/Vc6vuKkvvX""",Tweet,"Twitter for iPhone",681,4308,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1205256197340708864""",https://twitter.com/katyperry/status/1205256197340708864,"2019-12-12 22:40:44","""Meet Pippa the Elf:
Naughty, but nice 😈
Loves to just hang out
#CozyLittleChristmasMusicVideo
https://t.co/ezX7TPOALt https://t.co/kV9RHgImey""",Tweet,"Twitter for iPhone",708,5285,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1204931737991516160""",https://twitter.com/katyperry/status/1204931737991516160,"2019-12-12 01:11:27","""It’s the last full moon of the decade. Who got that BIG CANE ENERGY? ❤️🤍🎄 #CozyLittleChristmasMusicVideo https://t.co/ezX7TPOALt https://t.co/DCKc547CM8""",Tweet,"Twitter for iPhone",1663,11561,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
